Date;Request Id;Transaction Id;Method;Path1;Path2;Status;Response Time;Plan;Application
2024-02-23T02:48:48.908+0000;6528b7cf-1fd5-4ffc-a8b7-cf1fd52ffc95;6528b7cf-1fd5-4ffc-a8b7-cf1fd52ffc95;GET;/routing/in/match/v1/driving/73.1391744,19.2520409;73.1407903,19.2506862?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:48.747+0000;cdbb5eb6-5cf7-4a81-bb5e-b65cf7aa81cb;cdbb5eb6-5cf7-4a81-bb5e-b65cf7aa81cb;GET;/routing/in/match/v1/driving/73.0617129,19.2549804;73.0630456,19.2563186?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:48.707+0000;b863b47e-e99f-4621-a3b4-7ee99fd621b6;b863b47e-e99f-4621-a3b4-7ee99fd621b6;GET;/routing/in/match/v1/driving/73.0484378,19.2467934;73.0519781,19.2491818?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:48.639+0000;cdcec5cf-6c52-4963-8ec5-cf6c521963b5;cdcec5cf-6c52-4963-8ec5-cf6c521963b5;GET;/routing/in/match/v1/driving/73.0339533,19.2344504;73.0358321,19.2360981?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:45.678+0000;f47c7aa8-8c30-4447-bc7a-a88c30444778;f47c7aa8-8c30-4447-bc7a-a88c30444778;GET;/routing/in/match/v1/driving/88.4577965,22.5813114;88.4600385,22.5810635?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;5;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:44.998+0000;54a901b4-7c62-4557-a901-b47c62a557cd;54a901b4-7c62-4557-a901-b47c62a557cd;GET;/routing/in/match/v1/driving/88.4917697,22.6353344;88.4889232,22.6351713?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;12;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:34.858+0000;8e078914-4b50-4dd5-8789-144b504dd55c;8e078914-4b50-4dd5-8789-144b504dd55c;GET;/routing/in/match/v1/driving/76.5907099,18.4821407;76.5920746,18.4787485?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:34.748+0000;cc9210f3-b1a3-43f9-9210-f3b1a323f951;cc9210f3-b1a3-43f9-9210-f3b1a323f951;GET;/routing/in/match/v1/driving/76.5788386,18.504868;76.5880154,18.4910488?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:34.714+0000;ac2909b5-abc7-49e7-a909-b5abc789e718;ac2909b5-abc7-49e7-a909-b5abc789e718;GET;/routing/in/match/v1/driving/76.5684206,18.513008;76.5788386,18.504868?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:33.948+0000;db0ed913-3c74-401e-8ed9-133c74a01e94;db0ed913-3c74-401e-8ed9-133c74a01e94;GET;/routing/in/match/v1/driving/76.4827085,18.6239336;76.4841447,18.6207462?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:33.912+0000;95ca89f4-7526-458d-8a89-f47526458d54;95ca89f4-7526-458d-8a89-f47526458d54;GET;/routing/in/match/v1/driving/76.4773623,18.6347247;76.4827085,18.6239336?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:33.488+0000;abbfab5b-8645-4409-bfab-5b864514095d;abbfab5b-8645-4409-bfab-5b864514095d;GET;/routing/in/match/v1/driving/76.3884489,18.6771649;76.3918339,18.6761688?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;6;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:32.962+0000;d64736d0-b034-4b9f-8736-d0b0345b9fc0;d64736d0-b034-4b9f-8736-d0b0345b9fc0;GET;/routing/in/match/v1/driving/76.487369,18.8273746;76.4863767,18.8234603?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:32.476+0000;2836feba-ab3e-47ef-b6fe-baab3e27efa7;2836feba-ab3e-47ef-b6fe-baab3e27efa7;GET;/routing/in/match/v1/driving/76.6096883,18.9335937;76.6058101,18.9285171?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;5;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:32.019+0000;7e4e06ec-4fc2-429d-8e06-ec4fc2f29d7e;7e4e06ec-4fc2-429d-8e06-ec4fc2f29d7e;GET;/routing/in/match/v1/driving/76.7287911,18.9873421;76.7295966,18.9838699?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:31.984+0000;5f55c7c0-76a6-4309-95c7-c076a6730965;5f55c7c0-76a6-4309-95c7-c076a6730965;GET;/routing/in/match/v1/driving/76.7240815,18.9904445;76.7287911,18.9873421?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;3;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:31.838+0000;767f5142-0bb1-450f-bf51-420bb1e50fb7;767f5142-0bb1-450f-bf51-420bb1e50fb7;GET;/routing/in/match/v1/driving/76.7268274,19.0031514;76.725572,18.9995404?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;4;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:31.804+0000;1c31097e-ba7e-47b4-b109-7eba7ee7b41c;1c31097e-ba7e-47b4-b109-7eba7ee7b41c;GET;/routing/in/match/v1/driving/76.7274509,19.0065681;76.7268274,19.0031514?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;3;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:31.609+0000;cab9ae51-bfd2-4614-b9ae-51bfd2961446;cab9ae51-bfd2-4614-b9ae-51bfd2961446;GET;/routing/in/match/v1/driving/76.7240364,19.0427049;76.7239244,19.039335?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;7;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:31.036+0000;269f7e56-702d-4388-9f7e-56702de388bb;269f7e56-702d-4388-9f7e-56702de388bb;GET;/routing/in/match/v1/driving/76.7248918,19.1580025;76.7249289,19.154267?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;3;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:31.001+0000;0f460465-8504-4f7a-8604-6585046f7a9c;0f460465-8504-4f7a-8604-6585046f7a9c;GET;/routing/in/match/v1/driving/76.7246013,19.1616987;76.7248918,19.1580025?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;3;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:29.887+0000;4b53fc18-d601-432d-93fc-18d601732db8;4b53fc18-d601-432d-93fc-18d601732db8;GET;/routing/in/match/v1/driving/76.9077243,19.2770064;76.905952,19.2761866?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;3;In-house App;NDMS2-DISTANCE
2024-02-23T02:48:29.459+0000;51e44e81-533e-4c36-a44e-81533edc366c;51e44e81-533e-4c36-a44e-81533edc366c;GET;/routing/in/match/v1/driving/76.9498041,19.3173371;76.9512646,19.3148051?steps=true&overview=simplified&api-key=2d22da23-0a54-4fa0-ab65-9e6d262e6019;400;21;In-house App;NDMS2-DISTANCE
