ID,tentram,longitude,latitude,Z,ward,district,province,river,date,time,datetime,salinity,time_value,year
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"1",,"8.6",1:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"3",,"10.2",3:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"5",,"12.1",5:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"7",,"11.2",7:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"9",,"10",9:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"11",,"8.8",11:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"13",,"8.3",13:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"15",,"8.5",15:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"17",,"8.8",17:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"19",,"9.4",19:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"21",,"9.1",21:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/1/2021,"23",,"7.9",23:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"1",,"8.5",1:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"3",,"10.1",3:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"5",,"12",5:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"7",,"12.5",7:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"9",,"11",9:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"11",,"9.2",11:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"13",,"8.2",13:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"15",,"8.4",15:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"17",,"8.8",17:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"19",,"9.3",19:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"21",,"8.9",21:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/2/2021,"23",,"8.2",23:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"1",,"8.9",1:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"3",,"10.3",3:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"5",,"11.9",5:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"7",,"12.4",7:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"9",,"11.4",9:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"11",,"10.1",11:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"13",,"8",13:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"15",,"8.6",15:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"17",,"9",17:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"19",,"9.5",19:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"21",,"9.2",21:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/3/2021,"23",,"8.4",23:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"1",,"9.1",1:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"3",,"10.1",3:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"5",,"11.5",5:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"7",,"11.8",7:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"9",,"12.3",9:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"11",,"11.1",11:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"13",,"10.1",13:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"15",,"9.1",15:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"17",,"8.8",17:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"19",,"9.2",19:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"21",,"9.7",21:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/4/2021,"23",,"9.5",23:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/5/2021,"1",,"9",1:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/5/2021,"3",,"9.3",3:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/5/2021,"5",,"9.9",5:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/5/2021,"7",,"10.3",7:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/5/2021,"9",,"11",9:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/5/2021,"11",,"10.4",11:00:00,"2021"
LA02,C?u N?i,"106.5833444","10.47728056",,Ph??c ?ông,C?n ???c,Long An,Vàm C? ,1/5/2021,"13",,"9.6",13:00:00,"2021"
